Filename,Human Name
Maple Lake Academy 2016-2017 NATSAP Profile.pdf,"Yes
Accreditation"
Meadowridge Academy 2016-2017 NATSAP Profile.pdf,Admissions Contact
Meadowridge Academy 2016-2017 NATSAP Profile.pdf,At Meadowridge
Meadowridge Academy 2016-2017 NATSAP Profile.pdf,Caring Together
Meadowridge Academy 2016-2017 NATSAP Profile.pdf,Casey Gallagher
Meadowridge Academy 2016-2017 NATSAP Profile.pdf,Early Education
Meadowridge Academy 2016-2017 NATSAP Profile.pdf,Executive Contact
Meadowridge Academy 2016-2017 NATSAP Profile.pdf,Full Member
Meadowridge Academy 2016-2017 NATSAP Profile.pdf,"Groups
Ages"
Meadowridge Academy 2016-2017 NATSAP Profile.pdf,Healing Families
Meadowridge Academy 2016-2017 NATSAP Profile.pdf,Individual Psychotherapy
Meadowridge Academy 2016-2017 NATSAP Profile.pdf,"Massachusetts 
Department"
Meadowridge Academy 2016-2017 NATSAP Profile.pdf,Meadowridge Academy
Meadowridge Academy 2016-2017 NATSAP Profile.pdf,"Member
Since"
Meadowridge Academy 2016-2017 NATSAP Profile.pdf,Mental Health
Meadowridge Academy 2016-2017 NATSAP Profile.pdf,Meredith Rapoza
Meadowridge Academy 2016-2017 NATSAP Profile.pdf,Professional Af
Meadowridge Academy 2016-2017 NATSAP Profile.pdf,Secondary Education
Meadowridge Academy 2016-2017 NATSAP Profile.pdf,"Single 
	
 Gender"
Meadowridge Academy 2016-2017 NATSAP Profile.pdf,Stevens Rd
Meadowridge Academy 2016-2017 NATSAP Profile.pdf,Supporting Programs
Meadowridge Academy 2016-2017 NATSAP Profile.pdf,The Attachment
Meadowridge Academy 2016-2017 NATSAP Profile.pdf,The Meadowridge
Meadowridge Academy 2016-2017 NATSAP Profile.pdf,Therapeutic Boarding
Meadowridge Academy 2016-2017 NATSAP Profile.pdf,"Yes
Accreditation"
Medicine Wheel at RedCliff 2012-2013 NATSAP Profile.pdf,Admission Contact
Medicine Wheel at RedCliff 2012-2013 NATSAP Profile.pdf,Chad Balagna
Medicine Wheel at RedCliff 2012-2013 NATSAP Profile.pdf,Cheryl Bennet
Medicine Wheel at RedCliff 2012-2013 NATSAP Profile.pdf,"City
Enterprise"
Medicine Wheel at RedCliff 2012-2013 NATSAP Profile.pdf,"Coeducational 
Ages"
Medicine Wheel at RedCliff 2012-2013 NATSAP Profile.pdf,Executive Contact
Medicine Wheel at RedCliff 2012-2013 NATSAP Profile.pdf,Healing Families
Medicine Wheel at RedCliff 2012-2013 NATSAP Profile.pdf,Human Services
Medicine Wheel at RedCliff 2012-2013 NATSAP Profile.pdf,Individual Psychotherapy
Medicine Wheel at RedCliff 2012-2013 NATSAP Profile.pdf,Medicine Wheel
Medicine Wheel at RedCliff 2012-2013 NATSAP Profile.pdf,Member Since
Medicine Wheel at RedCliff 2012-2013 NATSAP Profile.pdf,Salt Lake
Medicine Wheel at RedCliff 2012-2013 NATSAP Profile.pdf,Supporting Programs
Medicine Wheel at RedCliff 2012-2013 NATSAP Profile.pdf,Voluntary Compliance
Medicine Wheel at RedCliff 2012-2013 NATSAP Profile.pdf,"Yes
Accreditation"
Medicine Wheel at RedCliff 2012-2013 NATSAP Profile.pdf,Young Adult
Medicine Wheel at RedCliff 2015-2016 NATSAP Profile.pdf,Academic Contact
Medicine Wheel at RedCliff 2015-2016 NATSAP Profile.pdf,Admissions Contact
Medicine Wheel at RedCliff 2015-2016 NATSAP Profile.pdf,Associate Member
Medicine Wheel at RedCliff 2015-2016 NATSAP Profile.pdf,Chad Balagna
Medicine Wheel at RedCliff 2015-2016 NATSAP Profile.pdf,Christopher Tolen
Medicine Wheel at RedCliff 2015-2016 NATSAP Profile.pdf,"Coeducational
Ages"
Medicine Wheel at RedCliff 2015-2016 NATSAP Profile.pdf,Darcy Holt
Medicine Wheel at RedCliff 2015-2016 NATSAP Profile.pdf,East Main
Medicine Wheel at RedCliff 2015-2016 NATSAP Profile.pdf,Exchange Visitor
Medicine Wheel at RedCliff 2015-2016 NATSAP Profile.pdf,Executive Contact
Medicine Wheel at RedCliff 2015-2016 NATSAP Profile.pdf,Healing Families
Medicine Wheel at RedCliff 2015-2016 NATSAP Profile.pdf,Health Industry
Medicine Wheel at RedCliff 2015-2016 NATSAP Profile.pdf,Individual Psychotherapy
Medicine Wheel at RedCliff 2015-2016 NATSAP Profile.pdf,Information System
Medicine Wheel at RedCliff 2015-2016 NATSAP Profile.pdf,Medicine Wheel
Medicine Wheel at RedCliff 2015-2016 NATSAP Profile.pdf,"Member 
Since"
Medicine Wheel at RedCliff 2015-2016 NATSAP Profile.pdf,Outdoor Behavioral
Medicine Wheel at RedCliff 2015-2016 NATSAP Profile.pdf,Salt Lake
Medicine Wheel at RedCliff 2015-2016 NATSAP Profile.pdf,Scott Schill
Medicine Wheel at RedCliff 2015-2016 NATSAP Profile.pdf,"St
 
 Enterprise"
Medicine Wheel at RedCliff 2015-2016 NATSAP Profile.pdf,Supporting Programs
Medicine Wheel at RedCliff 2015-2016 NATSAP Profile.pdf,Voluntary Compliance
Medicine Wheel at RedCliff 2015-2016 NATSAP Profile.pdf,Wilderness Therapy
Medicine Wheel at RedCliff 2015-2016 NATSAP Profile.pdf,"Yes
Accreditation"
Medicine Wheel at RedCliff 2015-2016 NATSAP Profile.pdf,Young Adult
Medicine Wheel at RedCliff 2016-2017 NATSAP Profile.pdf,Academic Contact
Medicine Wheel at RedCliff 2016-2017 NATSAP Profile.pdf,Associate Member
Medicine Wheel at RedCliff 2016-2017 NATSAP Profile.pdf,Christopher Tolen
Medicine Wheel at RedCliff 2016-2017 NATSAP Profile.pdf,"Coeducational
Ages"
Medicine Wheel at RedCliff 2016-2017 NATSAP Profile.pdf,Darcy Holt
Medicine Wheel at RedCliff 2016-2017 NATSAP Profile.pdf,East Main
Medicine Wheel at RedCliff 2016-2017 NATSAP Profile.pdf,Exchange Visitor
Medicine Wheel at RedCliff 2016-2017 NATSAP Profile.pdf,Executive Contact
Medicine Wheel at RedCliff 2016-2017 NATSAP Profile.pdf,Healing Families
Medicine Wheel at RedCliff 2016-2017 NATSAP Profile.pdf,Health Industry
Medicine Wheel at RedCliff 2016-2017 NATSAP Profile.pdf,Individual Psychotherapy
Medicine Wheel at RedCliff 2016-2017 NATSAP Profile.pdf,Information System
Medicine Wheel at RedCliff 2016-2017 NATSAP Profile.pdf,Medicine Wheel
Medicine Wheel at RedCliff 2016-2017 NATSAP Profile.pdf,"Member
Since"
Medicine Wheel at RedCliff 2016-2017 NATSAP Profile.pdf,Outdoor Behavioral
Medicine Wheel at RedCliff 2016-2017 NATSAP Profile.pdf,Professional Af
Medicine Wheel at RedCliff 2016-2017 NATSAP Profile.pdf,Salt Lake
Medicine Wheel at RedCliff 2016-2017 NATSAP Profile.pdf,Scott Schill
Medicine Wheel at RedCliff 2016-2017 NATSAP Profile.pdf,"St
	
 Enterprise"
Medicine Wheel at RedCliff 2016-2017 NATSAP Profile.pdf,Supporting Programs
Medicine Wheel at RedCliff 2016-2017 NATSAP Profile.pdf,Voluntary Compliance
Medicine Wheel at RedCliff 2016-2017 NATSAP Profile.pdf,Wilderness Therapy
Medicine Wheel at RedCliff 2016-2017 NATSAP Profile.pdf,"Yes
Accreditation"
Medicine Wheel at RedCliff 2016-2017 NATSAP Profile.pdf,Young Adult
Menninger Clinic 2011-2012 NATSAP Profile.pdf,Admission Contact
Menninger Clinic 2011-2012 NATSAP Profile.pdf,Adolescent Treatment
Menninger Clinic 2011-2012 NATSAP Profile.pdf,Behavioral Hospital
Menninger Clinic 2011-2012 NATSAP Profile.pdf,Best Hospitals
Menninger Clinic 2011-2012 NATSAP Profile.pdf,Best Psychiatric
Menninger Clinic 2011-2012 NATSAP Profile.pdf,Bush International
Menninger Clinic 2011-2012 NATSAP Profile.pdf,"Coeducational 
Ages"
Menninger Clinic 2011-2012 NATSAP Profile.pdf,Executive Contact
Menninger Clinic 2011-2012 NATSAP Profile.pdf,Full Member
Menninger Clinic 2011-2012 NATSAP Profile.pdf,Gessner Dr
Menninger Clinic 2011-2012 NATSAP Profile.pdf,Healing Families
Menninger Clinic 2011-2012 NATSAP Profile.pdf,Health Services
Menninger Clinic 2011-2012 NATSAP Profile.pdf,"Houston
Phone"
Menninger Clinic 2011-2012 NATSAP Profile.pdf,Houston Houston
Menninger Clinic 2011-2012 NATSAP Profile.pdf,Individual Psychotherapy
Menninger Clinic 2011-2012 NATSAP Profile.pdf,Joint Commission
Menninger Clinic 2011-2012 NATSAP Profile.pdf,Learning Disabilities
Menninger Clinic 2011-2012 NATSAP Profile.pdf,Member Since
Menninger Clinic 2011-2012 NATSAP Profile.pdf,Menninger Clinic
Menninger Clinic 2011-2012 NATSAP Profile.pdf,"Roark
Email"
Menninger Clinic 2011-2012 NATSAP Profile.pdf,Shawna Morris
Menninger Clinic 2011-2012 NATSAP Profile.pdf,Specialty Psychiatric
Menninger Clinic 2011-2012 NATSAP Profile.pdf,Supporting Programs
Menninger Clinic 2011-2012 NATSAP Profile.pdf,Texas Department
Menninger Clinic 2011-2012 NATSAP Profile.pdf,The Menninger
Menninger Clinic 2011-2012 NATSAP Profile.pdf,World Report
Menninger Clinic 2011-2012 NATSAP Profile.pdf,"Yes
Accreditation"
Menninger Clinic 2012-2013 NATSAP Profile.pdf,Admission Contact
Menninger Clinic 2012-2013 NATSAP Profile.pdf,Behavioral Hospital
Menninger Clinic 2012-2013 NATSAP Profile.pdf,Best Hospitals
Menninger Clinic 2012-2013 NATSAP Profile.pdf,Best Psychiatric
Menninger Clinic 2012-2013 NATSAP Profile.pdf,Bush International
Menninger Clinic 2012-2013 NATSAP Profile.pdf,"Coeducational 
Ages"
Menninger Clinic 2012-2013 NATSAP Profile.pdf,Executive Contact
Menninger Clinic 2012-2013 NATSAP Profile.pdf,Full Member
Menninger Clinic 2012-2013 NATSAP Profile.pdf,Healing Families
Menninger Clinic 2012-2013 NATSAP Profile.pdf,Health Services
Menninger Clinic 2012-2013 NATSAP Profile.pdf,"Houston
Phone"
Menninger Clinic 2012-2013 NATSAP Profile.pdf,Houston Hobby
Menninger Clinic 2012-2013 NATSAP Profile.pdf,Individual Psychotherapy
Menninger Clinic 2012-2013 NATSAP Profile.pdf,Joint Commission
Menninger Clinic 2012-2013 NATSAP Profile.pdf,Learning Disabilities
Menninger Clinic 2012-2013 NATSAP Profile.pdf,Main Street
Menninger Clinic 2012-2013 NATSAP Profile.pdf,Member Since
Menninger Clinic 2012-2013 NATSAP Profile.pdf,Menninger Clinic
Menninger Clinic 2012-2013 NATSAP Profile.pdf,"Roark
Email"
Menninger Clinic 2012-2013 NATSAP Profile.pdf,Specialty Psychiatric
Menninger Clinic 2012-2013 NATSAP Profile.pdf,Stephanie Cunningham
Menninger Clinic 2012-2013 NATSAP Profile.pdf,Supporting Programs
Menninger Clinic 2012-2013 NATSAP Profile.pdf,Texas Department
Menninger Clinic 2012-2013 NATSAP Profile.pdf,The Menninger
Menninger Clinic 2012-2013 NATSAP Profile.pdf,World Report
Menninger Clinic 2012-2013 NATSAP Profile.pdf,"Yes
Accreditation"
Merck Center at Germaine Lawrence 2011-2012 NATSAP Profile.pdf,Admission Contact
Merck Center at Germaine Lawrence 2011-2012 NATSAP Profile.pdf,Approved Private
Merck Center at Germaine Lawrence 2011-2012 NATSAP Profile.pdf,"Boston 
Children"
Merck Center at Germaine Lawrence 2011-2012 NATSAP Profile.pdf,Claremont Avenue
Merck Center at Germaine Lawrence 2011-2012 NATSAP Profile.pdf,David Hirshberg
Merck Center at Germaine Lawrence 2011-2012 NATSAP Profile.pdf,Dialectical Behavioral
Merck Center at Germaine Lawrence 2011-2012 NATSAP Profile.pdf,Early Education
Merck Center at Germaine Lawrence 2011-2012 NATSAP Profile.pdf,"Els
Email"
Merck Center at Germaine Lawrence 2011-2012 NATSAP Profile.pdf,Executive Contact
Merck Center at Germaine Lawrence 2011-2012 NATSAP Profile.pdf,Full Member
Merck Center at Germaine Lawrence 2011-2012 NATSAP Profile.pdf,Germaine Lawrence
Merck Center at Germaine Lawrence 2011-2012 NATSAP Profile.pdf,Girls Only
Merck Center at Germaine Lawrence 2011-2012 NATSAP Profile.pdf,Harvard Extension
Merck Center at Germaine Lawrence 2011-2012 NATSAP Profile.pdf,Healing Families
Merck Center at Germaine Lawrence 2011-2012 NATSAP Profile.pdf,Independent Small
Merck Center at Germaine Lawrence 2011-2012 NATSAP Profile.pdf,Individual Psychotherapy
Merck Center at Germaine Lawrence 2011-2012 NATSAP Profile.pdf,Kristin Vander
Merck Center at Germaine Lawrence 2011-2012 NATSAP Profile.pdf,Mass Department
Merck Center at Germaine Lawrence 2011-2012 NATSAP Profile.pdf,"Massachusetts
Massachusetts"
Merck Center at Germaine Lawrence 2011-2012 NATSAP Profile.pdf,"Massachusetts 
Department"
Merck Center at Germaine Lawrence 2011-2012 NATSAP Profile.pdf,Massachusetts Association
Merck Center at Germaine Lawrence 2011-2012 NATSAP Profile.pdf,Member Since
Merck Center at Germaine Lawrence 2011-2012 NATSAP Profile.pdf,Merck Center
Merck Center at Germaine Lawrence 2011-2012 NATSAP Profile.pdf,"Months 
Founded"
Merck Center at Germaine Lawrence 2011-2012 NATSAP Profile.pdf,"Povidence
Arlington"
Merck Center at Germaine Lawrence 2011-2012 NATSAP Profile.pdf,Programs Alliance
Merck Center at Germaine Lawrence 2011-2012 NATSAP Profile.pdf,Residential Treatment
Merck Center at Germaine Lawrence 2011-2012 NATSAP Profile.pdf,Secondary Education
Merck Center at Germaine Lawrence 2011-2012 NATSAP Profile.pdf,Supporting Programs
Merck Center at Germaine Lawrence 2011-2012 NATSAP Profile.pdf,The Germaine
Merck Center at Germaine Lawrence 2011-2012 NATSAP Profile.pdf,"Yes  
Accreditation"
Merck Center at Germaine Lawrence 2012-2013 NATSAP Profile.pdf,Admission Contact
Merck Center at Germaine Lawrence 2012-2013 NATSAP Profile.pdf,Approved Private
Merck Center at Germaine Lawrence 2012-2013 NATSAP Profile.pdf,"Boston 
Children"
Merck Center at Germaine Lawrence 2012-2013 NATSAP Profile.pdf,Claremont Avenue
Merck Center at Germaine Lawrence 2012-2013 NATSAP Profile.pdf,David Hirshberg
Merck Center at Germaine Lawrence 2012-2013 NATSAP Profile.pdf,Dialectical Behavioral
Merck Center at Germaine Lawrence 2012-2013 NATSAP Profile.pdf,Early Education
Merck Center at Germaine Lawrence 2012-2013 NATSAP Profile.pdf,"Els
Email"
Merck Center at Germaine Lawrence 2012-2013 NATSAP Profile.pdf,Executive Contact
Merck Center at Germaine Lawrence 2012-2013 NATSAP Profile.pdf,Full Member
Merck Center at Germaine Lawrence 2012-2013 NATSAP Profile.pdf,Germaine Lawrence
Merck Center at Germaine Lawrence 2012-2013 NATSAP Profile.pdf,Girls Only
Merck Center at Germaine Lawrence 2012-2013 NATSAP Profile.pdf,Harvard Extension
Merck Center at Germaine Lawrence 2012-2013 NATSAP Profile.pdf,Healing Families
Merck Center at Germaine Lawrence 2012-2013 NATSAP Profile.pdf,Independent Small
Merck Center at Germaine Lawrence 2012-2013 NATSAP Profile.pdf,Individual Psychotherapy
Merck Center at Germaine Lawrence 2012-2013 NATSAP Profile.pdf,Kristin Vander
Merck Center at Germaine Lawrence 2012-2013 NATSAP Profile.pdf,"Massachusetts
Massachusetts"
Merck Center at Germaine Lawrence 2012-2013 NATSAP Profile.pdf,"Massachusetts 
Department"
Merck Center at Germaine Lawrence 2012-2013 NATSAP Profile.pdf,Massachusetts Association
Merck Center at Germaine Lawrence 2012-2013 NATSAP Profile.pdf,Member Since
Merck Center at Germaine Lawrence 2012-2013 NATSAP Profile.pdf,Merck Center
Merck Center at Germaine Lawrence 2012-2013 NATSAP Profile.pdf,"Months 
Founded"
Merck Center at Germaine Lawrence 2012-2013 NATSAP Profile.pdf,"Povidence
Arlington"
Merck Center at Germaine Lawrence 2012-2013 NATSAP Profile.pdf,Programs Alliance
Merck Center at Germaine Lawrence 2012-2013 NATSAP Profile.pdf,Residential Treatment
Merck Center at Germaine Lawrence 2012-2013 NATSAP Profile.pdf,Secondary Education
Merck Center at Germaine Lawrence 2012-2013 NATSAP Profile.pdf,Supporting Programs
Merck Center at Germaine Lawrence 2012-2013 NATSAP Profile.pdf,The Germaine
Merck Center at Germaine Lawrence 2012-2013 NATSAP Profile.pdf,"Yes  
Accreditation"
Merck Center at Youth VillagesGermaine Lawrence 2015-2016 NATSAP Profile.pdf,Admissions Contact
Merck Center at Youth VillagesGermaine Lawrence 2015-2016 NATSAP Profile.pdf,Approved Private
Merck Center at Youth VillagesGermaine Lawrence 2015-2016 NATSAP Profile.pdf,"Behavioral 
Therapy"
Merck Center at Youth VillagesGermaine Lawrence 2015-2016 NATSAP Profile.pdf,Behavioral Healthcare
Merck Center at Youth VillagesGermaine Lawrence 2015-2016 NATSAP Profile.pdf,Boston Children
Merck Center at Youth VillagesGermaine Lawrence 2015-2016 NATSAP Profile.pdf,Claremont Ave
Merck Center at Youth VillagesGermaine Lawrence 2015-2016 NATSAP Profile.pdf,Collaborative Program
Merck Center at Youth VillagesGermaine Lawrence 2015-2016 NATSAP Profile.pdf,Early Education
Merck Center at Youth VillagesGermaine Lawrence 2015-2016 NATSAP Profile.pdf,"Els
Email"
Merck Center at Youth VillagesGermaine Lawrence 2015-2016 NATSAP Profile.pdf,Executive Contact
Merck Center at Youth VillagesGermaine Lawrence 2015-2016 NATSAP Profile.pdf,Focused Cognitive
Merck Center at Youth VillagesGermaine Lawrence 2015-2016 NATSAP Profile.pdf,Full Member
Merck Center at Youth VillagesGermaine Lawrence 2015-2016 NATSAP Profile.pdf,Germaine Lawrence
Merck Center at Youth VillagesGermaine Lawrence 2015-2016 NATSAP Profile.pdf,Girls Only
Merck Center at Youth VillagesGermaine Lawrence 2015-2016 NATSAP Profile.pdf,Healing Families
Merck Center at Youth VillagesGermaine Lawrence 2015-2016 NATSAP Profile.pdf,Individual Psychotherapy
Merck Center at Youth VillagesGermaine Lawrence 2015-2016 NATSAP Profile.pdf,Joint Commission
Merck Center at Youth VillagesGermaine Lawrence 2015-2016 NATSAP Profile.pdf,Kristin Vander
Merck Center at Youth VillagesGermaine Lawrence 2015-2016 NATSAP Profile.pdf,Massachusetts Association
Merck Center at Youth VillagesGermaine Lawrence 2015-2016 NATSAP Profile.pdf,Massachusetts Department
Merck Center at Youth VillagesGermaine Lawrence 2015-2016 NATSAP Profile.pdf,"Member 
Since"
Merck Center at Youth VillagesGermaine Lawrence 2015-2016 NATSAP Profile.pdf,Merck Center
Merck Center at Youth VillagesGermaine Lawrence 2015-2016 NATSAP Profile.pdf,Our Masters
Merck Center at Youth VillagesGermaine Lawrence 2015-2016 NATSAP Profile.pdf,Pam Nourse
Merck Center at Youth VillagesGermaine Lawrence 2015-2016 NATSAP Profile.pdf,Residential Treatment
Merck Center at Youth VillagesGermaine Lawrence 2015-2016 NATSAP Profile.pdf,Secondary Education
Merck Center at Youth VillagesGermaine Lawrence 2015-2016 NATSAP Profile.pdf,Supporting Programs
Merck Center at Youth VillagesGermaine Lawrence 2015-2016 NATSAP Profile.pdf,The Merck
Merck Center at Youth VillagesGermaine Lawrence 2015-2016 NATSAP Profile.pdf,"Yes 
Accreditation"
Merck Center at Youth VillagesGermaine Lawrence 2015-2016 NATSAP Profile.pdf,Youth Villages
Meridell Achievement Center 2009 NATSAP Profile.pdf,Admission Contact
Meridell Achievement Center 2009 NATSAP Profile.pdf,Alan Reiman
Meridell Achievement Center 2009 NATSAP Profile.pdf,"Austin
Website"
Meridell Achievement Center 2009 NATSAP Profile.pdf,"Coeducational 	
Ages"
Meridell Achievement Center 2009 NATSAP Profile.pdf,"Days 	
Founded"
Meridell Achievement Center 2009 NATSAP Profile.pdf,Executive Contact
Meridell Achievement Center 2009 NATSAP Profile.pdf,Full Member
Meridell Achievement Center 2009 NATSAP Profile.pdf,Individual Psychotherapy
Meridell Achievement Center 2009 NATSAP Profile.pdf,Jerry Romer
Meridell Achievement Center 2009 NATSAP Profile.pdf,"Joint 
Commission"
Meridell Achievement Center 2009 NATSAP Profile.pdf,Liberty Hill
Meridell Achievement Center 2009 NATSAP Profile.pdf,Member Since
Meridell Achievement Center 2009 NATSAP Profile.pdf,Meridell Achievement
Meridell Achievement Center 2009 NATSAP Profile.pdf,Protective Services
Meridell Achievement Center 2009 NATSAP Profile.pdf,Residential Treatment
Meridell Achievement Center 2009 NATSAP Profile.pdf,Texas Department
Meridell Achievement Center 2009 NATSAP Profile.pdf,Texas Hill
Meridell Achievement Center 2009 NATSAP Profile.pdf,"The 
Neurobehavioral"
Meridell Achievement Center 2009 NATSAP Profile.pdf,The Charter
Meridell Achievement Center 2009 NATSAP Profile.pdf,West Hwy
Meridell Achievement Center 2009 NATSAP Profile.pdf,"Yes
Accreditation"
Meridell Achievement Center 2012-2013 NATSAP Profile.pdf,Admission Contact
Meridell Achievement Center 2012-2013 NATSAP Profile.pdf,Adolescent Psychiatrists
Meridell Achievement Center 2012-2013 NATSAP Profile.pdf,"Agency
Professional"
Meridell Achievement Center 2012-2013 NATSAP Profile.pdf,Alan Reiman
Meridell Achievement Center 2012-2013 NATSAP Profile.pdf,American Nueropsychiatric
Meridell Achievement Center 2012-2013 NATSAP Profile.pdf,American Psychiatric
Meridell Achievement Center 2012-2013 NATSAP Profile.pdf,American Psychological
Meridell Achievement Center 2012-2013 NATSAP Profile.pdf,"Association
Phone"
Meridell Achievement Center 2012-2013 NATSAP Profile.pdf,"Austin
Liberty"
Meridell Achievement Center 2012-2013 NATSAP Profile.pdf,"Coeducational 
Ages"
Meridell Achievement Center 2012-2013 NATSAP Profile.pdf,Executive Contact
Meridell Achievement Center 2012-2013 NATSAP Profile.pdf,Full Member
Meridell Achievement Center 2012-2013 NATSAP Profile.pdf,Healing Families
Meridell Achievement Center 2012-2013 NATSAP Profile.pdf,Individual Psychotherapy
Meridell Achievement Center 2012-2013 NATSAP Profile.pdf,Joint Commission
Meridell Achievement Center 2012-2013 NATSAP Profile.pdf,Liberty Hill
Meridell Achievement Center 2012-2013 NATSAP Profile.pdf,Member Since
Meridell Achievement Center 2012-2013 NATSAP Profile.pdf,Meridell Achievement
Meridell Achievement Center 2012-2013 NATSAP Profile.pdf,Pediatric Neurologist
Meridell Achievement Center 2012-2013 NATSAP Profile.pdf,Protective Services
Meridell Achievement Center 2012-2013 NATSAP Profile.pdf,Psychological Association
Meridell Achievement Center 2012-2013 NATSAP Profile.pdf,Residential Treatment
Meridell Achievement Center 2012-2013 NATSAP Profile.pdf,Supporting Programs
Meridell Achievement Center 2012-2013 NATSAP Profile.pdf,Texas Charter
Meridell Achievement Center 2012-2013 NATSAP Profile.pdf,Texas Department
Meridell Achievement Center 2012-2013 NATSAP Profile.pdf,Texas Education
Meridell Achievement Center 2012-2013 NATSAP Profile.pdf,The Charter
Meridell Achievement Center 2012-2013 NATSAP Profile.pdf,The Joint
Meridell Achievement Center 2012-2013 NATSAP Profile.pdf,West Hwy
Meridell Achievement Center 2012-2013 NATSAP Profile.pdf,"Yes
Accreditation"
Meridell Achievement Center 2012-2013 NATSAP Profile.pdf,Youth Care
Meridell Achievement Center 2015-2016 NATSAP Profile.pdf,Academic Contact
Meridell Achievement Center 2015-2016 NATSAP Profile.pdf,Admissions Contact
Meridell Achievement Center 2015-2016 NATSAP Profile.pdf,American Neuropsychiatric
Meridell Achievement Center 2015-2016 NATSAP Profile.pdf,American Neuropsychological
Meridell Achievement Center 2015-2016 NATSAP Profile.pdf,American Psychiatric
Meridell Achievement Center 2015-2016 NATSAP Profile.pdf,American Psychological
Meridell Achievement Center 2015-2016 NATSAP Profile.pdf,"Association
Liberty"
Meridell Achievement Center 2015-2016 NATSAP Profile.pdf,Charter School
Meridell Achievement Center 2015-2016 NATSAP Profile.pdf,"Coeducational
Ages"
Meridell Achievement Center 2015-2016 NATSAP Profile.pdf,"Exchange 
Visitor"
Meridell Achievement Center 2015-2016 NATSAP Profile.pdf,Executive Contact
Meridell Achievement Center 2015-2016 NATSAP Profile.pdf,Full Member
Meridell Achievement Center 2015-2016 NATSAP Profile.pdf,Healing Families
Meridell Achievement Center 2015-2016 NATSAP Profile.pdf,Individual Psychotherapy
Meridell Achievement Center 2015-2016 NATSAP Profile.pdf,Information System
Meridell Achievement Center 2015-2016 NATSAP Profile.pdf,Jerry Romer
Meridell Achievement Center 2015-2016 NATSAP Profile.pdf,John H. Wood
Meridell Achievement Center 2015-2016 NATSAP Profile.pdf,Liberty Hill
Meridell Achievement Center 2015-2016 NATSAP Profile.pdf,"Member 
Since"
Meridell Achievement Center 2015-2016 NATSAP Profile.pdf,Meridell Achievement
Meridell Achievement Center 2015-2016 NATSAP Profile.pdf,Protective Services
Meridell Achievement Center 2015-2016 NATSAP Profile.pdf,Ray Heckerman
Meridell Achievement Center 2015-2016 NATSAP Profile.pdf,Residential Treatment
Meridell Achievement Center 2015-2016 NATSAP Profile.pdf,Supporting Programs
Meridell Achievement Center 2015-2016 NATSAP Profile.pdf,Texas Department
Meridell Achievement Center 2015-2016 NATSAP Profile.pdf,Texas Education
Meridell Achievement Center 2015-2016 NATSAP Profile.pdf,Texas Hill
Meridell Achievement Center 2015-2016 NATSAP Profile.pdf,Texas Joint
Meridell Achievement Center 2015-2016 NATSAP Profile.pdf,"The 
Neurobehavioral"
Meridell Achievement Center 2015-2016 NATSAP Profile.pdf,The Charter
Meridell Achievement Center 2015-2016 NATSAP Profile.pdf,Wendy Rollins
Meridell Achievement Center 2015-2016 NATSAP Profile.pdf,"Yes
Accreditation"
Meridell Achievement Center 2016-2017 NATSAP Profile.pdf,Academic Contact
Meridell Achievement Center 2016-2017 NATSAP Profile.pdf,Admissions Contact
Meridell Achievement Center 2016-2017 NATSAP Profile.pdf,American Neuropsychiatric
Meridell Achievement Center 2016-2017 NATSAP Profile.pdf,American Neuropsychological
Meridell Achievement Center 2016-2017 NATSAP Profile.pdf,American Psychiatric
Meridell Achievement Center 2016-2017 NATSAP Profile.pdf,American Psychological
Meridell Achievement Center 2016-2017 NATSAP Profile.pdf,"Association
Liberty"
Meridell Achievement Center 2016-2017 NATSAP Profile.pdf,Behavioral Hospital
Meridell Achievement Center 2016-2017 NATSAP Profile.pdf,Charter School
Meridell Achievement Center 2016-2017 NATSAP Profile.pdf,Exchange Visitor
Meridell Achievement Center 2016-2017 NATSAP Profile.pdf,Executive Contact
Meridell Achievement Center 2016-2017 NATSAP Profile.pdf,Full Member
Meridell Achievement Center 2016-2017 NATSAP Profile.pdf,"Groups
Ages"
Meridell Achievement Center 2016-2017 NATSAP Profile.pdf,Healing Families
Meridell Achievement Center 2016-2017 NATSAP Profile.pdf,Individual Psychotherapy
Meridell Achievement Center 2016-2017 NATSAP Profile.pdf,Information System
Meridell Achievement Center 2016-2017 NATSAP Profile.pdf,Jerry Romer
Meridell Achievement Center 2016-2017 NATSAP Profile.pdf,John H. Wood
Meridell Achievement Center 2016-2017 NATSAP Profile.pdf,Liberty Hill
Meridell Achievement Center 2016-2017 NATSAP Profile.pdf,"Member
Since"
Meridell Achievement Center 2016-2017 NATSAP Profile.pdf,Meridell Achievement
Meridell Achievement Center 2016-2017 NATSAP Profile.pdf,Professional Af
Meridell Achievement Center 2016-2017 NATSAP Profile.pdf,Protective Services
Meridell Achievement Center 2016-2017 NATSAP Profile.pdf,Ray Heckerman
Meridell Achievement Center 2016-2017 NATSAP Profile.pdf,Residential Treatment
Meridell Achievement Center 2016-2017 NATSAP Profile.pdf,"Single
	
 Gender"
Meridell Achievement Center 2016-2017 NATSAP Profile.pdf,Specialty Psychiatric
Meridell Achievement Center 2016-2017 NATSAP Profile.pdf,Supporting Programs
Meridell Achievement Center 2016-2017 NATSAP Profile.pdf,Texas Department
