"FileName","PreContext","Name"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","facilitates positive change and","healing in families struggling"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","positive change and healing","in families struggling with"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","change and healing in","families struggling with troubled"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","and healing in families","struggling with troubled adolescent"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","with troubled adolescent girls.","New Haven offers girls"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","troubled adolescent girls. New","Haven offers girls with"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","adolescent girls. New Haven","offers girls with emotional"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","girls. New Haven offers","girls with emotional or"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","New Haven offers girls","with emotional or behavioral"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","Haven offers girls with","emotional or behavioral problems"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","feeling of retreat, a","safe place where they"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","of retreat, a safe","place where they can"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","retreat, a safe place","where they can learn"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","a safe place where","they can learn empowerment"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","safe place where they","can learn empowerment skills"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","place where they can","learn empowerment skills and"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","where they can learn","empowerment skills and discover"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","they can learn empowerment","skills and discover their"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","can learn empowerment skills","and discover their maximum"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","We believe that long-lasting","change occurs when six"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","believe that long-lasting change","occurs when six areas"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","that long-lasting change occurs","when six areas are"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","We emphasize family therapy,","and we provide girls"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","emphasize family therapy, and","we provide girls with"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","family therapy, and we","provide girls with the"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","therapy, and we provide","girls with the experiences"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","and we provide girls","with the experiences and"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","we provide girls with","the experiences and the"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","provide girls with the","experiences and the structure"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","girls with the experiences","and the structure to"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","with the experiences and","the structure to learn"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","the experiences and the","structure to learn how"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","experiences and the structure","to learn how to"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","and the structure to","learn how to give"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","the structure to learn","how to give and"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","structure to learn how","to give and receive"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","to learn how to","give and receive love"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","learn how to give","and receive love and"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","They increase their self-esteem,","and take responsibility for"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","increase their self-esteem, and","take responsibility for choices"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","their self-esteem, and take","responsibility for choices and"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","for choices and consequences,","then realign their lives"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","choices and consequences, then","realign their lives with"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","and consequences, then realign","their lives with their"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","consequences, then realign their","lives with their individual"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","then realign their lives","with their individual values"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","realign their lives with","their individual values systems"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","their lives with their","individual values systems and"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","lives with their individual","values systems and spiritual"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","systems and spiritual orientation.","Parents experience renewed hope"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","and spiritual orientation. Parents","experience renewed hope and"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","spiritual orientation. Parents experience","renewed hope and belief"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","orientation. Parents experience renewed","hope and belief in"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","Parents experience renewed hope","and belief in their"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","experience renewed hope and","belief in their ability"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","renewed hope and belief","in their ability to"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","hope and belief in","their ability to parent"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","and belief in their","ability to parent and"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","belief in their ability","to parent and positively"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","in their ability to","parent and positively influence"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","their ability to parent","and positively influence their"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","ability to parent and","positively influence their daughter"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","to parent and positively","influence their daughter and"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","parent and positively influence","their daughter and their"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","and positively influence their","daughter and their other"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","and their other children.","New Haven is for"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","their other children. New","Haven is for girls"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","other children. New Haven","is for girls ages"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","for girls ages 13-17","who may experience problems"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","girls ages 13-17 who","may experience problems including"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","ages 13-17 who may","experience problems including but"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","13-17 who may experience","problems including but not"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","who may experience problems","including but not limited"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","may experience problems including","but not limited to"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","experience problems including but","not limited to the"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","relationship dif culties. Also,","we commonly treat mood"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","issues, and attachment disorders.","We do not treat"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","and attachment disorders. We","do not treat Conduct"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","girls, or severe psychosis.","New Haven ful lls"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","or severe psychosis. New","Haven ful lls its"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","severe psychosis. New Haven","ful lls its mission"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","psychosis. New Haven ful","lls its mission through"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","New Haven ful lls","its mission through the"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","mission through the following:","An accredited High School"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","through the following: An","accredited High School and"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","and Jr. High School;","close ties to local"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","universities; exceptional client service;","reliable and frequent communication"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","exceptional client service; reliable","and frequent communication with"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","programs, and Educational Consultants;","medication management supervised by"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","and Educational Consultants; medication","management supervised by psychiatric"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","supervised by psychiatric staff;","rigorous psychological and educational"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","psychological and educational testing;","thorough transitional and aftercare"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","JCAHO: Joint Commission Accreditation;","Northwest Accreditation Commission Professional"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","Joint Commission Accreditation; Northwest","Accreditation Commission Professional Af"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","Af liations: NATSAP-Full Member;","Student and Exchange Visitor"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","liations: NATSAP-Full Member; Student","and Exchange Visitor Information"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","NATSAP-Full Member; Student and","Exchange Visitor Information System"
"New Leaf Academy of Oregon 2011-2012 NATSAP Profile.pdf","Member; Student and Exchange","Visitor Information System System"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","NATSAP 2012-2013","ONLINE DIRECTORY New Leaf"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","NATSAP 2012-2013 ONLINE","DIRECTORY New Leaf Academy"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","NATSAP 2012-2013 ONLINE DIRECTORY","New Leaf Academy of"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","2012-2013 ONLINE DIRECTORY New","Leaf Academy of Oregon"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","(RDM) Member Since: 1999","Our goal at New"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","Member Since: 1999 Our","goal at New Leaf"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","Since: 1999 Our goal","at New Leaf Academy"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","1999 Our goal at","New Leaf Academy is"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","Our goal at New","Leaf Academy is to"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","goal at New Leaf","Academy is to effectively"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","at New Leaf Academy","is to effectively facilitate"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","New Leaf Academy is","to effectively facilitate lasting"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","effectively facilitate lasting behavioral,","social and academic change"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","facilitate lasting behavioral, social","and academic change through"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","a therapeutic, nurturing, family-like","environment that meets the"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","therapeutic, nurturing, family-like environment","that meets the speci"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","meets the speci c","developmental needs of the"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","and early adolescent female.","New Leaf Academy offers"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","offers a structured, single-gender","living and educational program"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","a structured, single-gender living","and educational program for"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","structured, single-gender living and","educational program for girls"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","ages 10 through 14","at time of enrollment"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","10 through 14 at","time of enrollment who"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","through 14 at time","of enrollment who need"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","14 at time of","enrollment who need extra"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","at time of enrollment","who need extra help"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","time of enrollment who","need extra help and"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","of enrollment who need","extra help and guidance"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","enrollment who need extra","help and guidance in"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","who need extra help","and guidance in achieving"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","need extra help and","guidance in achieving their"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","familial and academic goals.","New Leaf students struggle"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","and academic goals. New","Leaf students struggle with"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","academic goals. New Leaf","students struggle with issues"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","goals. New Leaf students","struggle with issues ranging"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","New Leaf students struggle","with issues ranging from"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","Leaf students struggle with","issues ranging from attention"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","students struggle with issues","ranging from attention de"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","struggle with issues ranging","from attention de cit"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","of learning differences. A","New Leaf girl often"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","learning differences. A New","Leaf girl often lacks"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","differences. A New Leaf","girl often lacks personal"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","often lacks personal boundaries,","is unable to read"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","lacks personal boundaries, is","unable to read social"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","to read social cues,","exhibits dif culty making"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","read social cues, exhibits","dif culty making and"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","social cues, exhibits dif","culty making and maintaining"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","making and maintaining friendships,","and demonstrates an inability"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","and maintaining friendships, and","demonstrates an inability to"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","maintaining friendships, and demonstrates","an inability to participate"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","friendships, and demonstrates an","inability to participate or"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","and demonstrates an inability","to participate or adhere"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","demonstrates an inability to","participate or adhere to"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","an inability to participate","or adhere to family"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","rules, values, and relationships.","The girls at New"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","values, and relationships. The","girls at New Leaf"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","and relationships. The girls","at New Leaf receive"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","New Leaf receive individual,","group and family therapy"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","Leaf receive individual, group","and family therapy working"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","receive individual, group and","family therapy working closely"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","individual, group and family","therapy working closely with"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","group and family therapy","working closely with our"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","and family therapy working","closely with our Clinical"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","family therapy working closely","with our Clinical Team"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","therapy working closely with","our Clinical Team of"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","working closely with our","Clinical Team of licensed"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","Team of licensed therapists.","Individual treatment plans help"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","of licensed therapists. Individual","treatment plans help families"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","licensed therapists. Individual treatment","plans help families create"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","help families create a","successful environment for their"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","families create a successful","environment for their daughter"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","create a successful environment","for their daughter to"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","a successful environment for","their daughter to return"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","home. Our developmentally-based program","is designed to help"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","Our developmentally-based program is","designed to help foster"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","developmentally-based program is designed","to help foster improved"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","program is designed to","help foster improved family"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","is designed to help","foster improved family communication"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","designed to help foster","improved family communication and"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","and siblings; generate a","willingness in the child"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","siblings; generate a willingness","in the child to"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","generate a willingness in","the child to follow"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","a willingness in the","child to follow rules"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","willingness in the child","to follow rules and"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","in the child to","follow rules and submit"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","the child to follow","rules and submit to"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","child to follow rules","and submit to parental"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","submit to parental authority;","build her social and"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","to parental authority; build","her social and interpersonal"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","social and interpersonal skills;","instill an ability to"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","and interpersonal skills; instill","an ability to identify"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","interpersonal skills; instill an","ability to identify and"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","skills; instill an ability","to identify and manage"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","instill an ability to","identify and manage feelings"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","and manage feelings appropriately;","and to help generate"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","manage feelings appropriately; and","to help generate improved"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","feelings appropriately; and to","help generate improved academic"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","generate improved academic performance.","Activities include equine therapy"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","improved academic performance. Activities","include equine therapy and"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","hiking, camping, skiing, snowboarding,","competitive sports and community"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","sports and community service.","Our academic program focuses"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","and community service. Our","academic program focuses both"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","service. Our academic program","focuses both on the"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","Our academic program focuses","both on the academic"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","academic program focuses both","on the academic content"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","program focuses both on","the academic content of"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","of a traditional grade-appropriate","curriculum as well as"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","a traditional grade-appropriate curriculum","as well as on"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","traditional grade-appropriate curriculum as","well as on development"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","grade-appropriate curriculum as well","as on development of"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","curriculum as well as","on development of speci"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","of speci c tools,","strategies and skills to"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","speci c tools, strategies","and skills to be"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","c tools, strategies and","skills to be successful"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","tools, strategies and skills","to be successful learners"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","strategies and skills to","be successful learners in"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","and skills to be","successful learners in the"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","learners in the future.","New Leaf Academy graduates"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","in the future. New","Leaf Academy graduates know"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","the future. New Leaf","Academy graduates know how"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","future. New Leaf Academy","graduates know how to"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","New Leaf Academy graduates","know how to advocate"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","Leaf Academy graduates know","how to advocate for"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","Academy graduates know how","to advocate for themselves"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","graduates know how to","advocate for themselves and"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","know how to advocate","for themselves and achieve"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","how to advocate for","themselves and achieve in"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","in a school environment.","Due to the developmental"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","a school environment. Due","to the developmental age"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","school environment. Due to","the developmental age of"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","environment. Due to the","developmental age of our"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","age of our students,","family participation is expected"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","of our students, family","participation is expected to"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","our students, family participation","is expected to achieve"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","students, family participation is","expected to achieve optimal"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","to achieve optimal success.","Parents and guardians receive"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","achieve optimal success. Parents","and guardians receive parent"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","guardians receive parent coaching,","weekly family therapy and"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","receive parent coaching, weekly","family therapy and participate"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","parent coaching, weekly family","therapy and participate in"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","coaching, weekly family therapy","and participate in three"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","weekly family therapy and","participate in three parent"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","family therapy and participate","in three parent seminars"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","therapy and participate in","three parent seminars involving"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","parent seminars involving multi-family","therapy with their daughters"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","seminars involving multi-family therapy","with their daughters to"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","involving multi-family therapy with","their daughters to identify"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","multi-family therapy with their","daughters to identify and"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","therapy with their daughters","to identify and interrupt"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","with their daughters to","identify and interrupt ineffective"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","their daughters to identify","and interrupt ineffective family"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","interrupt ineffective family patterns.","Families participate in an"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","ineffective family patterns. Families","participate in an equine"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","family patterns. Families participate","in an equine family"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","patterns. Families participate in","an equine family workshop"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","Families participate in an","equine family workshop to"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","participate in an equine","family workshop to deepen"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","in an equine family","workshop to deepen their"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","insight. Parent visit weekends,","home visits and aftercare"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","Parent visit weekends, home","visits and aftercare services"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","visit weekends, home visits","and aftercare services are"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","weekends, home visits and","aftercare services are regularly"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","home visits and aftercare","services are regularly scheduled"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","visits and aftercare services","are regularly scheduled to"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","and aftercare services are","regularly scheduled to provide"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","aftercare services are regularly","scheduled to provide opportunities"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","services are regularly scheduled","to provide opportunities to"
