administrator,announced_status,capacity,census,complaint_control_number,complaint_status,date_signed,evaluator_name,facility_id,facility_name,facility_number,facility_type_code,facility_type_name,fetch_url,form_number,investigation_findings,met_with,narrative,report_date,report_index,report_type,status,supervisor_name,time_began,time_completed,visit_date,visit_type,deficiency_1_deficiency_type,deficiency_1_description,deficiency_1_plan_of_correction,deficiency_1_poc_due_date,deficiency_1_section_cited,deficiency_2_deficiency_type,deficiency_2_description,deficiency_2_plan_of_correction,deficiency_2_poc_due_date,deficiency_2_section_cited,deficiency_3_deficiency_type,deficiency_3_description,deficiency_3_plan_of_correction,deficiency_3_poc_due_date,deficiency_3_section_cited,deficiency_4_deficiency_type,deficiency_4_description,deficiency_4_plan_of_correction,deficiency_4_poc_due_date,deficiency_4_section_cited,deficiency_5_deficiency_type,deficiency_5_description,deficiency_5_plan_of_correction,deficiency_5_poc_due_date,deficiency_5_section_cited,deficiency_6_deficiency_type,deficiency_6_description,deficiency_6_plan_of_correction,deficiency_6_poc_due_date,deficiency_6_section_cited,deficiency_7_deficiency_type,deficiency_7_description,deficiency_7_plan_of_correction,deficiency_7_poc_due_date,deficiency_7_section_cited,deficiency_8_deficiency_type,deficiency_8_description,deficiency_8_plan_of_correction,deficiency_8_poc_due_date,deficiency_8_section_cited
"DR.SHACY RIVERA,ND.",UNANNOUNCED,6,6,26-CR-20210309121115,SUBSTANTIATED,8/25/2021 12:05,Carolyn Flynn,435200178,"SOUTH COUNTY GROUP HOMES, INC I",435200178,730,Type 730,https://www.ccld.dss.ca.gov/transparencyapi/api/FacilityReports?facNum=435200178&inx=0,LIC9099,"Licensing Program Analyst (LPA) Carolyn Flynn made and unannounced visit to the above list facility at 11:15 AM on 08/25/2021. LPA was met by Dr. Shacy Rivera, Administrator (Adm). LPA explained the purpose of the visit was to deliver findings for the above listed allegations. At the time of the visit there were zero clients and one staff. Adm gave LPA a tour of the outside. LPA did not go inside due Adm being informed this AM of a COVID exposure of a client in care. During this investigation LPA Flynn and LPA AmyLe Tran conducted confidential interviews with the reporting party (RP), Adult Protective Services Social Worker, three staff, four parents, one county social worker, and three service coordinators from the San Andreas Regional Center between March and July 2021. LPA Flynn also reviewed six client behavior plans, staff roster and staff schedule from February and March 2021 that the Administrator sent to LPA via email on Mach 10, 2021. LPA reviewed the Neighborhood Section of the Program Statement for the facility from 12/31/1998.",Dr. Shacy Rivera,,8/25/2021,0,COMPLAINT_INVESTIGATION,,Helga Wong,11:15 AM,12:15 PM,8/25/2021,Complaint Investigation,A,"84087	Building and Grounds	
(c)      The licensee shall prohibit smoking in the facility and on the ground of the facility.  This requirement is not met as evidenced by:",Adm will write a letter/memo to staff explaining that smoking in not allowed on the facility property.  Adm will review with House Manger who will review with all staff.  Memo will be signed by each staff and confirmed verbally as well.  Adm will send LPA a copy of the memo via email by end of business 08/26/2021,8/26/2021,84078(c),B,"80022	Plan of Operation
(k)	The facility shall operate in accordance with the terms specified in the Plan of Operation and may be cited for not doing so.  This requirement is not met as evidenced by:",Adm has already sent revision to of the Neighbor Complaint section of their program statement along with a copy of the letter that they have provided the neighbors with Adm contact information on 03/17//2021.,9/24/2021,80022(k),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DR.SHACY RIVERA,ND.",UNANNOUNCED,6,5,26-CR-20211018094146,SUBSTANTIATED,8/30/2022 12:27,Shikya Belfield,435200178,"SOUTH COUNTY GROUP HOMES, INC I",435200178,730,Type 730,https://www.ccld.dss.ca.gov/transparencyapi/api/FacilityReports?facNum=435200178&inx=4,LIC9099,"Licensing Program Analyst (LPA) Shikya Belfield conducted an unannounced compliant inspection at the above facility on 8/30/2022 at 10:40AM. The purpose of this inspection is to deliver the findings regarding the above complaint allegations. LPA Belfield met with Maria Gado, who assisted with the inspection. Based on confidential interviews conducted and obtained supportive documentation to include but not limited to; staff schedules, staff training records, needs and service plans, and staff phone roster. On at least six occasions the facility failed to provide sufficient staffing ratios for the clients in care. Due to the insuficient staffing ratios, there was no coverage for persons who were to receive additional staffing support. Based on obtained documentation, staff have not had sufficient training and training hours. The preponderance of the evidence has been met. Therefore, these allegations are Substantiated.",Maria Gado,,8/30/2022,4,COMPLAINT_INVESTIGATION,,Carolyn Flynn,10:40 AM,12:34 PM,8/30/2022,Complaint Investigation,B,"80078(a)	The licensee shall provide care and supervision as necessary to meet the client's needs. This requirement has not been met as evidenced by,",This plan of correction is currently being addressed under Complaint # 26-CR-20220505130419.,9/9/2022,80078(a),B,"84065(j)(2) Notwithstanding Sections 80065(f)(1) through (6), newly hired child care staff, hired on or after July 1, 1999, shall complete a minimum of 16 hours of annual training within the first 12 months of employment, for a total of 40 hours of initial and annual training.  After the first 12 months of employment, childcare staff shall comply .â€¦â€¦. This requirement was not met as evidenced by,",This plan of correction is currently being addressed under Complaint # 26-CR-20220505130419.,9/16/2022,84065(j),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANELISE TEODORO,UNANNOUNCED,6,5,26-CR-20220505130419,SUBSTANTIATED,7/13/2022 13:18,Shikya Belfield,435200178,"SOUTH COUNTY GROUP HOMES, INC I",435200178,730,Type 730,https://www.ccld.dss.ca.gov/transparencyapi/api/FacilityReports?facNum=435200178&inx=6,LIC9099,"Licensing Program Analyst (LPA) Shikya Belfield conducted an unannounced inspection at the above facility on 7/13/2021 at 9:45 AM. The purpose of this inspection is to deliver the findings regarding the above complaint allegations. LPA Belfield met with administrator Annelise Teodoro, who assisted with the inspection. Based on confidential interviews, obtained documentation to include but not limit; staff roster, staff schedule, client roster, client files, and incident reports. Clients leave the facility without interventions from staff when running away, staffing ratio is out of compliance and crisis interventions are unsuccessful because of this. Based on obtained documentation, staff have not had sufficient training and training hours and topics are out of compliance. The preponderance of the evidence has been met. Therefore, this allegation is Substantiated.",Anelise Teodoro,,7/13/2022,6,COMPLAINT_INVESTIGATION,,Carolyn Flynn,9:45 AM,11:14 AM,7/13/2022,,B,"80087(a)	The licensee shall provide care and supervision as necessary to meet the client's needs. This requirement was not met as evidenced by,","In addition to the newly hired five staff within the last six months, Licensee agrees to submit a plan that will address how staff shortages are evaluated and what steps will be taken to gain new staff where necessary to meet the needs of the clients in care and be in compliance with the regulations.",10/25/2022,80078(a),B,"84065(j)(2)	Notwithstanding Sections 80065(f)(1) through (6), newly hired child care staff, hired on or after July 1, 1999, shall complete a minimum of 16 hours of annual training within the first 12 months of employment, for a total of 40 hours of initial and annual training.  After the first 12 months of employment, childcare staff shall comply .â€¦â€¦. This requirement was not met as evidenced by,",Licensee agrees to review the training requirements in the California Code of Regulations and create a training plan that will reflect how often staff are trained and include a template of the training log sheet for the training's provided.,10/25/2022,84065(j),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANELISE TEODORO,UNANNOUNCED,6,6,26-CR-20230407100204,SUBSTANTIATED,4/17/2023 16:23,Shikya Belfield,435200178,"SOUTH COUNTY GROUP HOMES, INC I",435200178,730,Type 730,https://www.ccld.dss.ca.gov/transparencyapi/api/FacilityReports?facNum=435200178&inx=10,LIC9099,"Licensing Program Analyst (LPA) Shikya Belfield conducted an unannounced inspection at the above facility on 4/17/2023 at 9:45 AM. The purpose for this inspection is to inform the facility representative of the findings for the above allegations. LPA met with Administrator Anelise Toedoro who assisted with the inspection. Based on observations during a walk through on 4/17/2023 and photos taken in the facility, there are nails that prohibit the window from being opened in the middle bedroom and third bedroom windows and sliding door and the window in the first bedroom that is not able to be opened. Facility cited for violation of the California Code of Regulations, Title 22, Division Six, Section 80072(a)(7) Personal rights, as described on the follow page LIC 9099D. An exit interview was conducted a copy of this form along with appeal rights will be sent to administrator Anelise Toedoro.",Anelise Toedor,,4/17/2023,10,COMPLAINT_INVESTIGATION,,Carolyn Flynn,9:45 AM,11:08 AM,4/17/2023,,B,"80072(a)(7)	Not to be locked in any room, building, or facility premises by day or night. This requirement was not met as evidenced by,",Licensee agrees to submit a work order to repair window in bedroom one and remove any and all nails or blockage from bedroom two. This work order will also include the installation of window screens. Work order should include the date when the work will begin. To be submitted to the department by the due date of 4/26/2023.,4/26/2023,80072(a),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RHODORA DEL ROSARIO,UNANNOUNCED,6,0,14-CR-20220105092833,SUBSTANTIATED,4/13/2022 11:15,Mariah Hawkins,75650143,SPECTRUM PLACE,75650143,730,Type 730,https://www.ccld.dss.ca.gov/transparencyapi/api/FacilityReports?facNum=075650143&inx=2,LIC9099,"On Wednesday 4/13/22 at 10:33AM, Licensing Program Analyst (LPA) Mariah Hawkins made a visit to the facility to deliver complaint investigation findings. LPA met with Licensee Rani Distefano and informed of the purpose of the visit. Safety precautions were taken, including pre-visit screening call and mask-wearing. During investigation, LPA conducted confidential interviews with licensee and authorized representatives of resident R1 (See LIC 811 Confidential Names, dated 4/13/22). Based on record review and interviews, the licensee was first notified of former administrator Maria Lourdes Bicomong's resignation on 11/18/21 when Maria emailed her resignation letter to licensee and forwarded that email to LPA Hawkins and two (2) Regional Center workers, Ashley Henderson and Amy Shwartz, on 11/19/21. LPA followed-up with licensee on 11/23/21 to ensure licensee had the checklist for having a new administrator approved. LPA reviewed licensee's phone record, submitted by licensee, and found it to reflect that the earliest call to Regional Center Case Manager Ashley Henderson was on 12/20/21, and shift notes and licensee statements confirm that Maria's last day, as well as the only direct care staff member's last day, was on 12/12/21.",Licensee Rani Distefano,,4/13/2022,2,COMPLAINT_INVESTIGATION,,Zaid Hakim,10:33 AM,11:00 AM,4/13/2022,,B,"84061 Reporting Requirements
(e) â€œEffective January 1, 2000, the licensee shall notify the Department, in writing, within ten (10) days of any change in the facility administrator.â€
This requirement is not met as evidenced by:","Resident R1 is no longer in care.  Licensee agrees to find a new administrator, whether self or hired individual, and agrees to submit the required paperwork and documentation, per the Administrator Approval Checklist, supplied by LPA Hawkins, by due date.  If an administrator cannot be hired, Licensee agrees",5/2/2022,84061(e),B,"80022 Plan of Operation
(k) â€œThe facility shall operate in accordance with the terms specified in the Plan of Operation and may be cited for not doing so.â€

This requirement is not met as evidenced by:","Resident R1 is no longer in care.  Licensee agrees to submit evidence of administrator orientation of program requirements of new administrator, whether self or hried individual, that specifically reflects that the new administrator understands all requirements of the role and all requirements listed in the",5/2/2022,80022(k),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HODGE, MARCIE",UNANNOUNCED,6,2,14-CR-20250210121512,SUBSTANTIATED,5/8/2025 12:00,George Karkazis,15650070,ST. JOHN BOYS HOME,15650070,730,Type 730,https://www.ccld.dss.ca.gov/transparencyapi/api/FacilityReports?facNum=015650070&inx=26,LIC9099,"On 5-8-25 10:16AM, Licensing Program Analyst (LPA) George Karkazis conducted an unannounced inspection at St John Boys Home and met with Marcie Hodge, Administrator, who helped with the inspection. The purpose of the complaint was to deliver the complaint findings. The complaint alleged that staff abandon minor and staff engaged in verbal altercation with minor. LPA Karkazis conducted confidential interviews and document research. On 2-7-25, the facility was contacted to pick up (C1) from the hospital, facility staff (S1) and ADM, (please refer to LIC 811, dated 2-11-25 for confidential names) arrived, client refused to go and became confrontational with (ADM). Hospital staff provided a safety plan for the clientâ€™s departure, in which the facility staff refused. (ADM) began yelling at hospital staff and the client and left client in the hospital emergency, without returning, without notifying the minorâ€™s responsible party. continued on LIC 9099-C","Marcie Hodge, Administrator",,5/8/2025,26,COMPLAINT_INVESTIGATION,,Isabel Diego,10:16 AM,12:00 PM,5/8/2025,,A,"84074(c)(1)-The licensee shall provide transportation for a child in a timely manner to and from the following: (1)	Health-related services. Type A

This requirement is not met as evidenced by:","The facility will provide a safety plan, and to have additional back up staff for safely transporting escalated minors back to the facility.  Submit plan to George.Karkazis@dss.ca.gov by  5-15-25.",5/15/2025,84074(c),A,"84072(19) Personal Rights-To be free of physical, sexual, emotional, or other abuse, and from corporal or unusual punishment, exploitation, infliction of pain, humiliation, intimidation, ridicule, coercion, threat, mental abuse, or other actions of a punitive nature including, but not limited to, interference with the daily living functions of eating, sleeping, or toileting, or withholding of shelter, clothing, or aids to physical functioning. Type A

This requirement is not met as evidenced by:",Administrator required to take online anger management course and send certificate of completion to  George.Karkazis@dss.ca.gov by  5-15-25.,5/15/2025,84072(19),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARIA RAMOS,UNANNOUNCED,40,15,21-CR-20241112110538,SUBSTANTIATED,1/13/2025 11:51,Celeste Aparicio,216890093,ST. VINCENT'S SCHOOL FOR BOYS GROUP HOME (UC),216890093,730,Type 730,https://www.ccld.dss.ca.gov/transparencyapi/api/FacilityReports?facNum=216890093&inx=4,LIC9099,"On 01/13/25 Licensing Program Analyst (LPA) Celeste Aparicio made a visit to the facility for the purpose delivering complaint investigation findings. LPA Aparicio met with the facility Administrator and informed the Administrator on the purpose of the visit. On the allegation of Staff handled minor in care in a rough manner: LPA reviewed camera footage, reviewed records, and conducted confidential interviews. Based on the viewed camera footage, records review, and confidential interviews it was confirmed that staff handled minor in care in a rough manner during a volleyball game between staff and residents. Based on the information obtained, there is a preponderance of the evidence to prove that the allegation did occur. Therefore, the above allegation is SUBSTANTIATED.","Administrator, Maria Ramos",,1/13/2025,4,COMPLAINT_INVESTIGATION,,Isabel Diego,10:50 AM,11:45 AM,1/13/2025,,A,"(d) The licensee shall ensure that each child...is accorded the personal rights specified...below... (19) To be free of...corporal or unusual punishment,... infliction of pain, humiliation, intimidation, ridicule...
This requirement is not met as evidenced by:",Licensee agrees to conduct an internal professional boundaries training with all Direct Care Staff. Licensee will send objectives of the training to LPA by 5pm 1/14/25.,1/14/2025,84072(d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JOSE NAVARRETE,UNANNOUNCED,6,4,23-CR-20250505132638,SUBSTANTIATED,5/29/2025 12:05,Tamara Jensen-Hill,97006564,SUMMITVIEW CHILD & FAMILY SERVICES - PIONEER,97006564,730,Type 730,https://www.ccld.dss.ca.gov/transparencyapi/api/FacilityReports?facNum=097006564&inx=20,LIC9099,"Licensing Program Analyst (LPA) Tamara Hill conducted an unannounced complaint inspection on 5/29/25 at 11:15 AM and met with Haley Randle, Director of Youth Residential Programs, to discuss the findings of the complaint allegation. LPA Hill informed NAME that the investigation included an initial inspect to the faciltiy and a collateral inspection at the agency's administrative offices on 5/8/25. LPA Hill interviewed C2 (see LIC811 dated 5/29/25) and S2, S3, S4 and S5 from 5/8/25 to 5/13/25. LPA Hill attempted to interview C1 but C1 refused interview. LPA Hill attempted to contact S1 but S1 did not respond to LPA Hill's calls or messages. The allegation that staff did not respond to youth in a trauma informed manner is related to an incident that occurred at the facility on 4/29/25 in which C1 incidentally walked into S1's hand while S1 was talking. Initially S1 said they were sorry but then retracted this saying they were not sorry due to C1's behaviors earlier in the day. According to the interviews conducted, this statement subsequently escalated youth.","Haley Randle, Director of Youth Residential Programs",,5/29/2025,20,COMPLAINT_INVESTIGATION,,Jodean Hall,11:15 AM,12:15 PM,5/29/2025,,A,Personal Rights. The licensee shall ensure that each child...is accorded the personal rights specified in WIC section 16001.9 including To have a placement that utilizes trauma-informed and evidence-based de-escalation and intervention techniques. This was not done as evidenced by,"Licensee immediately informed S1 they were not to report to their next shift at the facility on 4/30/25, and upon meeting with S1 on this date, S1 was dismissed. This dismissal clears the immediate health and safety concern as a result of the investigation.",5/29/2025,84072(d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HARMOHINDER ATHWAL,UNANNOUNCED,6,3,14-CR-20220404100307,SUBSTANTIATED,6/9/2022 14:52,Alyssa Ng,15650122,SUNOL HILLS AT FREMONT,15650122,730,Type 730,https://www.ccld.dss.ca.gov/transparencyapi/api/FacilityReports?facNum=015650122&inx=5,LIC9099,"Licensing Program Analyst (LPA) Alyssa Ng conducted a complaint inspection with Sunol Hills at Fremont and spoke with Adriana Elias, Facility Manager. The purpose of the inspection was to deliver the findings for the above complaint allegation. During investigation, records were reviewed, facility did not ensure fingerprinting was cleared before staff started working. Based on a review of the Licensing Information System (LIS), Guardian, facility roster and facility staff schedule, it was discovered that 1 staff started working at the facility before the live scan was sent and processed. The staff hire date was on 4/5/2021. The staff live scan was cleared on 11/20/2021. The date that the staff was onsite, and working was on 10/21/2021. This meant the staff was working for a month before getting their background and fingerprints cleared. --------CONT. ON LIC9099C-----",Adriana Elias,,6/9/2022,5,COMPLAINT_INVESTIGATION,,Helga Wong,10:00 AM,11:00 AM,6/9/2022,,A,"80019(e)(1): Criminal Record Clearance. (e) All individuals subject to a criminal record review..prior to working..in a licensed facility: (1) Obtain a California clearance.. as required by the Department.

This requirement was not met as evidenced by:",An immediate Civil Penalty was assessed. Licensee agrees to criminal record clearances complete before having staff onsite.,6/10/2022,80019(e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HARMOHINDER ATHWAL,UNANNOUNCED,6,4,14-CR-20220203151643,SUBSTANTIATED,4/11/2022 13:57,Alyssa Ng,15650122,SUNOL HILLS AT FREMONT,15650122,730,Type 730,https://www.ccld.dss.ca.gov/transparencyapi/api/FacilityReports?facNum=015650122&inx=6,LIC9099,"Licensing Program Analyst (LPA) Alyssa Ng conducted a complaint inspection with Sunol Hills at Fremont and spoke with Blue Pujol, Facility Manager. The purpose of the inspection was to deliver the findings for the above complaint allegations. During investigation, incident reports and records were reviewed, and confidential interviews were conducted. Based on interviews and records review, facility was not within their program statements' ratio of 1:3 during the times of 10pm to 7 am. In February, facility was out of ratio 16 out of the 28 days. In March, the facility was out of ratio 17 out of 31 days. Facility has clients with AWOL behavior that require additional staff to follow and redirect clients back to the facility. Additionally, LPA Ng received a picture of the facilities thermostat dated January 2nd and recorded 54 degrees. LPA Ng measured the temperature in each room of the facility on 2/9/2022 and three out of six bedrooms and dining area measured below the minimum of 68 degrees F.",Blue Pujol,,4/11/2022,6,COMPLAINT_INVESTIGATION,,Helga Wong,10:00 AM,11:00 AM,4/11/2022,,A,"80022(k): The facility shall operate in accordance with the terms specified in the Plan of Operation and may be cited for not doing so. 

This requirement was not met as evidenced by:",POC: The licensee will submit a plan to ensure facility has adequate staffing at all times to meet the needs and care of the clients by 11:59PM on 4/12/22. Licensee will send LPA client roster every two weeks to ensure client to staff is within ratio.,4/12/2022,80022(k),B,"80088(a)(1): A comfortable temperature for clients shall be maintained at all areas. The licensee will maintain the temperature in rooms that clients occupy between a minimum of 68 degrees F (20 degrees C) and a maximum of 85 degrees F (30 degrees C).

This requirement was not met as evidenced by:",LPA Ng checked thermostat on 3/25/22 and it showed 68 degrees. Licensee will let LPA know if temperature goes below the minimum requirement.,4/29/2022,80088(a),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HARMOHINDER ATHWAL,UNANNOUNCED,6,4,14-CR-20220321085429,SUBSTANTIATED,4/11/2022 15:09,Alyssa Ng,15650122,SUNOL HILLS AT FREMONT,15650122,730,Type 730,https://www.ccld.dss.ca.gov/transparencyapi/api/FacilityReports?facNum=015650122&inx=7,LIC9099,"Licensing Program Analyst (LPA) Alyssa Ng conducted a complaint inspection with Sunol Hills at Fremont and spoke with Blue Pujol, Facility Manager. The purpose of the inspection was to deliver the findings for the above complaint allegations. During investigation, incident reports and records were reviewed, and confidential interviews were conducted, facility did not submit incident reports within the required time frame. A facility walk-through conducted on 3/25/2022, and the water temperature was measured to be 103.5 degrees. Staff disclosed that the Dialectical Behavior Therapy (DBT) and Art Therapy they provide clients are not run by trained staff. Based on interviews and records review, facility was not within their program statements' ratio of 1:3 during the times of 10pm to 7 am. In February, facility was approximately out of ratio 16 out of the 28 days. In March, the facility was approximately out of ratio 17 out of 31 days. Facility has clients with AWOL behavior/Suicidal Ideation that require additional staff to follow and redirect clients back to the facility.",Blue Pujol,,4/11/2022,7,COMPLAINT_INVESTIGATION,,Helga Wong,11:00 AM,12:00 PM,4/11/2022,,A,"80022(k): The facility shall operate in accordance with the terms specified in the Plan of Operation and may be cited for not doing so. 

This requirement was not met as evidenced by:",The licensee will submit a plan to ensure facility always has adequate staffing to meet the needs and care of the clients by 11:59PM on 4/12/2022.,4/12/2022,80022(k),A,"84078(b): The licensee shall provide those services identified in each child's needs and services plan and in individualized health care plan for each child with special health care needs as necessary to meet the child's needs. 

This requirement was not met as evidenced by:",The licensee will submit a plan to ensure clients are provided listed services with staff who have the correct qualifications to run each program. The plan will also include dates and times when services will be run. This will be submitted by 11:59 PM on 4/12/2022.,4/12/2022,84078(b),A,"80078(a) - The licensee shall provide care and supervision as necessary to meet the client's needs.

This requirement was not met by:","An Immediate Civil Penalty was given due to clients being left alone in the facility on 3/14/2022. POC: When the facility has a client with a history of repeated and frequent AWOLs, Needs and Services Plans will be updated to reflect the client's changing supervision needs. Licensee will ensure that on-duty staff have additional support at all times. This will be submitted by 11:59 PM on 4/12/2022.",4/12/2022,80078(a),B,"80088(e)(1): Faucets used by clients for personal care such as shaving and grooming shall deliver hot water. Hot water temperature controls shall be maintained to automatically regulate temperature of hot water delivered to plumbing fixtures used by clients to attain a hot water temperature of not less than 105 degrees F (40.5 degrees C) and not more than 120 degrees F (48.8 degrees C).

This requirement was not met by:",Licensee will send LPA an invoice regarding fixing the temperature controls throughout the house. This will be submitted no later than 5:00 PM on 4/29/2022.,4/29/2022,80088(e),,,,,,,,,,,,,,,,,,,,
JUVY GOLUB,UNANNOUNCED,6,6,14-CR-20230516094613,SUBSTANTIATED,5/17/2023 13:11,Shikya Belfield,75650123,SUNRISE HOME,75650123,730,Type 730,https://www.ccld.dss.ca.gov/transparencyapi/api/FacilityReports?facNum=075650123&inx=2,LIC9099,"Licensing Program Analyst (LPA) Shikya Belfield made an unannounced inspection to the above facility 11:29 AM on 5/17/2023. LPA Belfield met with Adminsitrator Juvy Golub and facility manager Mark Pons who assisted with the inspection. The purpose of this inspection is to inform the facility representative of the findings regarding the above allegation. Based on confidential interviews conducted, obtained documentation, and facility observation. It is confirmed that a safety locking device was used on at least one bedroom in the home where two clients share a room. The preponderance of the evidence has been met, therefore this allegation is Substantiated. Facility is being cited for violation of the California Code of Regulations, Title 22, Division Six, Section 84072(d)(14) Personal Rights, as described on the following form LIC9099 D. Facility issued Civil Penalty. An exit interview was conducted and a copy of this form along with appeal rights was left with administrator Golub and Facility manager Pons.",Juvy Golub,,5/17/2023,2,COMPLAINT_INVESTIGATION,,Carolyn Flynn,11:29 AM,1:17 PM,5/17/2023,,A,"84072(d)(14) To not be locked in any room, building, or facility premises at any time. This requirement was not met as evidenced by,","It was observed during a walk through that the safety lock has been removed. Licensee also agrees to conduct a training on the personal rights. This training shall meet all of the requirements to include but not limit; trainer information and qualifications, time and length of training and proof of attendance. To be submitted to the department by",6/9/2023,84072(d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUVY GOLUB,UNANNOUNCED,6,4,14-CR-20241104083657,SUBSTANTIATED,11/7/2024 14:36,Mariah Hawkins,75650123,SUNRISE HOME,75650123,730,Type 730,https://www.ccld.dss.ca.gov/transparencyapi/api/FacilityReports?facNum=075650123&inx=6,LIC9099,"On 11/7/24, Licensing Program Analyst (LPA) Mariah Hawkins conducted a complaint investigation visit regarding the above allegations. LPA met with Administrator Juvy Golub and Facility Manager Rahanat Abubakar and informed of the purpose of the visit. During visit, LPA conducted confidential interviews with 6 staff. LPA observed the involved resident in care. This involved resident is nonverbal. All others residents were at school and are also nonverbal. Video evidence submitted with the complaint was played for Administrator and Facility Manager, who confirmed the staff and resident captured in the video. The video captures staff S1 push a resident against a wall and punch the resident's chest area. SEE PAGE 2.","Administrator Juvy Golub, Facility Manager Rahanat Abubakar",,11/7/2024,6,COMPLAINT_INVESTIGATION,,Isabel Diego,10:40 AM,2:45 PM,11/7/2024,,A,"Health and Safety Code 1558
(a) The department may prohibit...in a licensed facility...any employee...who has:  (2) Engaged in conduct that is inimical to the health, morals, welfare, or safety of...people of this state or an individual in...the facility... 
This requirement is not met as evidenced by:","The involved staff member, S1, resides on site and has been written up.
Licensee agrees to submit by due date:
(1) Corrective action plan for S1 including enrollment of S1 in anger management training/course and a supervision plan to have weekly check ins with S1.",11/8/2024,1558(a),A,"84072 Personal Rights
(d) The licensee shall ensure that each child...is accorded the personal rights specified...below... (19) To be free of physical, sexual, emotional, or other abuse...
This requirement is not met as evidenced by:","The involved staff member, S1, resides on site and has been written up.
Licensee agrees to submit by due date:
(1) Corrective action plan for S1 including enrollment of S1 in anger management training/course and a supervision plan to have weekly check ins with S1.",11/8/2024,84072(d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LINDA ERVIN,UNANNOUNCED,2,2,21-CR-20230703152426,SUBSTANTIATED,11/16/2023 16:32,Cheyenne McCambridge,236803444,TURNING POINT-NORTHERN LIGHTS,236803444,730,Type 730,https://www.ccld.dss.ca.gov/transparencyapi/api/FacilityReports?facNum=236803444&inx=4,LIC9099,"On the above date, Licensing Program Analyst (LPA) Cheyenne McCambridge initiated a complaint investigation with the Group Home and spoke with Administrator Linda Ervin.The purpose of the inspection was to deliver the findings for the above allegation. During the investigation, LPA McCambridge conducted confidential interviews with staff and youth, and reviewed documentation. During confidential interviews it was revealed that a staff was caught sleeping while on shift, minors medication was transported to facility in an inappropriate way, and snacks were not readily accessible for the clients. Based on the information obtained, there is a preponderance of the evidence to prove that staff was sleeping on shift,staff mismanaged minors medications and staff did not provide adequate food service. Therefore, the above allegations are substantiated. Appeal Rights were provided and discussed, and Title 22 deficiencies were cited. An exit interview was conducted, and a copy of the report was sent to the facility.",Linda Ervin,,11/16/2023,4,COMPLAINT_INVESTIGATION,,Isabel Diego,10:00 AM,11:00 AM,11/16/2023,,A,80078 Responsibility for Providing Care and Supervision (a) The licensee shall provide care and supervision as necessary to meet the client's needs. This requirement is not met as evidenced by:,Facility has created a checklist of tasks for staff to do and sign. Facility will send a copy of non-completed and completed checklist.,11/30/2023,80078(a),A,80075 Health Related Services (k) The following requirements shall apply to medications which are centrally stored: (6) No medications shall be transferred between containers. This requirement is not met as evidenced by:,Facility will provide all staff with updated training on medication. Facility will provide proof of training by 11/30/23.,11/30/2023,80075(k),B,"80076 Food Services (a) In facilities providing meals to clients, the following shall apply: (4) Between meal nourishment or snacks shall be available for all clients unless limited by dietary restrictions prescribed by a physician. This requirement is not met as evidenced by:",Fridge was moved from garage and behind locked door to the kitchen.,11/24/2023,80076(a),,,,,,,,,,,,,,,,,,,,,,,,,
LINDA ERVIN,UNANNOUNCED,2,2,21-CR-20230830140424,SUBSTANTIATED,11/16/2023 17:15,Cheyenne McCambridge,236803444,TURNING POINT-NORTHERN LIGHTS,236803444,730,Type 730,https://www.ccld.dss.ca.gov/transparencyapi/api/FacilityReports?facNum=236803444&inx=5,LIC9099,"On the above date, Licensing Program Analyst (LPA) Cheyenne McCambridge initiated a complaint investigation with the Group Home and spoke with Administrator Linda Ervin.The purpose of the inspection was to deliver the findings for the above allegation. During the investigation, LPA McCambridge conducted confidential interviews with staff and youth, and reviewed documentation. Through video evidence and during staff interviews it was revealed that a staff handled minor in an inappropriate way. Based on the information obtained, there is a preponderance of the evidence to prove that staff handled minor in care in a rough manner. Therefore, the above allegation is substantiated. Appeal Rights were provided and discussed, and Title 22 deficiencies were cited. An exit interview was conducted, and a copy of the report was sent to the facility.",Linda Ervin,,11/16/2023,5,COMPLAINT_INVESTIGATION,,Isabel Diego,9:00 AM,10:00 AM,11/16/2023,,A,"84072 Personal Rights (d) ...In addition, the licensee shall ensure that each child is accorded the following personal rights:
(11)To be free from physical, sexual, emotional, or other abuse... This requirement is not met as evidenced by:",Facility will provide all staff with updated training on approved manual restraint techniques. Facility will provide proof of training by 11/30/23.,11/30/2023,84072(d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
